TAIUTC       26     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
981128    2451145.500000000000     -.244448    .15186   .34489
981129    2451146.500000000000     -.246279    .15087   .34263
981130    2451147.500000000000     -.248149    .15025   .34073
981201    2451148.500000000000     -.249946    .14944   .33929
981202    2451149.500000000000     -.251603    .14806   .33759
981203    2451150.500000000000     -.253129    .14698   .33612
981204    2451151.500000000000     -.254491    .14652   .33508
981205    2451152.500000000000     -.255715    .14596   .33430
981206    2451153.500000000000     -.256868    .14494   .33336
981207    2451154.500000000000     -.257949    .14373   .33227
981208    2451155.500000000000     -.259045    .14226   .33114
981209    2451156.500000000000     -.260125    .14085   .32972
981210    2451157.500000000000     -.261198    .13970   .32788
981211    2451158.500000000000     -.262383    .13868   .32581
981212    2451159.500000000000     -.263602    .13789   .32381
981213    2451160.500000000000     -.264751    .13739   .32194
981214    2451161.500000000000     -.265835    .13715   .32013
981215    2451162.500000000000     -.266862    .13724   .31841
981216    2451163.500000000000     -.267781    .13745   .31697
981217    2451164.500000000000     -.268613    .13795   .31573
981218    2451165.500000000000     -.269390    .13887   .31447
981219    2451166.500000000000     -.270075    .14008   .31334
981220    2451167.500000000000     -.270698    .14143   .31255
981221    2451168.500000000000     -.271337    .14240   .31168
981222    2451169.500000000000     -.272057    .14286   .31017
981223    2451170.500000000000     -.272781    .14305   .30825
981224    2451171.500000000000     -.273578    .14313   .30669
981225    2451172.500000000000     -.274641    .14311   .30533
981226    2451173.500000000000     -.275931    .14282   .30382
981227    2451174.500000000000     -.277330    .14226   .30243
981228    2451175.500000000000     -.278716    .14169   .30116
981229    2451176.500000000000     -.280017    .14121   .29991
981230    2451177.500000000000     -.281211    .14069   .29871
981231    2451178.500000000000     -.282333    .13976   .29739
990101    2451179.500000000000      .716637    .13851   .29565
990102    2451180.500000000000      .715741    .13771   .29355
990103    2451181.500000000000      .714872    .13748   .29166
990104    2451182.500000000000      .713982    .13719   .29023
990105    2451183.500000000000      .713139    .13669   .28894
990106    2451184.500000000000      .712281    .13636   .28782
990107    2451185.500000000000      .711241    .13628   .28707
990108    2451186.500000000000      .710138    .13614   .28661
990109    2451187.500000000000      .709104    .13571   .28627
990110    2451188.500000000000      .708049    .13486   .28572
990111    2451189.500000000000      .706956    .13349   .28491
990112    2451190.500000000000      .706006    .13145   .28364
990113    2451191.500000000000      .705233    .12910   .28187
990114    2451192.500000000000      .704461    .12690   .28007
990115    2451193.500000000000      .703762    .12492   .27802
990116    2451194.500000000000      .703191    .12282   .27603
990117    2451195.500000000000      .702625    .12062   .27440
990118    2451196.500000000000      .702074    .11887   .27290
990119    2451197.500000000000      .701475    .11753   .27145
990120    2451198.500000000000      .700733    .11651   .27005
990121    2451199.500000000000      .699790    .11610   .26863
990122    2451200.500000000000      .698649    .11614   .26746
990123    2451201.500000000000      .697372    .11633   .26648
990124    2451202.500000000000      .696003    .11604   .26547
990125    2451203.500000000000      .694550    .11510   .26435
990126    2451204.500000000000      .693185    .11392   .26312
990127    2451205.500000000000      .691996    .11283   .26225
990128    2451206.500000000000      .690852    .11164   .26145
990129    2451207.500000000000      .689690    .11048   .26055
990130    2451208.500000000000      .688524    .10940   .25959
990131    2451209.500000000000      .687341    .10816   .25859
990201    2451210.500000000000      .686115    .10664   .25749
990202    2451211.500000000000      .684846    .10503   .25608
990203    2451212.500000000000      .683547    .10338   .25469
990204    2451213.500000000000      .682212    .10175   .25339
990205    2451214.500000000000      .680873    .10077   .25240
990206    2451215.500000000000      .679566    .10038   .25226
990207    2451216.500000000000      .678289    .09972   .25238
990208    2451217.500000000000      .677055    .09834   .25226
990209    2451218.500000000000      .675910    .09653   .25209
990210    2451219.500000000000      .674897    .09459   .25205
990211    2451220.500000000000      .673927    .09250   .25137
990212    2451221.500000000000      .673031    .09061   .25019
990213    2451222.500000000000      .672184    .08912   .24933
990214    2451223.500000000000      .671183    .08786   .24837
990215    2451224.500000000000      .670103    .08677   .24746
990216    2451225.500000000000      .668906    .08563   .24699
990217    2451226.500000000000      .667558    .08448   .24682
990218    2451227.500000000000      .666051    .08281   .24683
990219    2451228.500000000000      .664368    .08079   .24663
990220    2451229.500000000000      .662660    .07925   .24602
990221    2451230.500000000000      .661049    .07840   .24546
990222    2451231.500000000000      .659470    .07814   .24520
990223    2451232.500000000000      .658036    .07808   .24495
990224    2451233.500000000000      .656811    .07766   .24471
990225    2451234.500000000000      .655703    .07651   .24439
990226    2451235.500000000000      .654730    .07489   .24387
990227    2451236.500000000000      .653881    .07309   .24317
990228    2451237.500000000000      .652995    .07133   .24242
990301    2451238.500000000000      .652038    .06996   .24187
990302    2451239.500000000000      .651078    .06888   .24160
990303    2451240.500000000000      .650161    .06806   .24156
990304    2451241.500000000000      .649232    .06740   .24173
990305    2451242.500000000000      .648193    .06657   .24214
990306    2451243.500000000000      .647136    .06546   .24245
990307    2451244.500000000000      .646250    .06436   .24260
990308    2451245.500000000000      .645427    .06328   .24262
990309    2451246.500000000000      .644649    .06204   .24243
990310    2451247.500000000000      .643946    .06089   .24205
990311    2451248.500000000000      .643269    .05984   .24162
990312    2451249.500000000000      .642546    .05871   .24135
990313    2451250.500000000000      .641747    .05752   .24109
990314    2451251.500000000000      .640852    .05615   .24055
990315    2451252.500000000000      .639794    .05462   .23997
990316    2451253.500000000000      .638557    .05290   .23958
990317    2451254.500000000000      .637153    .05110   .23914
990318    2451255.500000000000      .635603    .04979   .23883
990319    2451256.500000000000      .633994    .04902   .23899
990320    2451257.500000000000      .632360    .04826   .23947
990321    2451258.500000000000      .630679    .04726   .23998
990322    2451259.500000000000      .629054    .04643   .24049
990323    2451260.500000000000      .627587    .04554   .24101
990324    2451261.500000000000      .626303    .04408   .24140
990325    2451262.500000000000      .625135    .04195   .24145
990326    2451263.500000000000      .623972    .03918   .24143
990327    2451264.500000000000      .622777    .03623   .24148
990328    2451265.500000000000      .621543    .03368   .24125
990329    2451266.500000000000      .620209    .03169   .24085
990330    2451267.500000000000      .618834    .02986   .24082
990331    2451268.500000000000      .617457    .02800   .24108
990401    2451269.500000000000      .616078    .02603   .24102
990402    2451270.500000000000      .614650    .02387   .24074
990403    2451271.500000000000      .613224    .02176   .24022
990404    2451272.500000000000      .611938    .01996   .23976
990405    2451273.500000000000      .610722    .01857   .23962
990406    2451274.500000000000      .609559    .01732   .23957
990407    2451275.500000000000      .608408    .01574   .23986
990408    2451276.500000000000      .607276    .01373   .24031
990409    2451277.500000000000      .606198    .01199   .24052
990410    2451278.500000000000      .605067    .01094   .24069
990411    2451279.500000000000      .603821    .01050   .24120
990412    2451280.500000000000      .602451    .01021   .24209
990413    2451281.500000000000      .600848    .00961   .24303
990414    2451282.500000000000      .599022    .00883   .24384
990415    2451283.500000000000      .597131    .00802   .24491
990416    2451284.500000000000      .595189    .00730   .24628
990417    2451285.500000000000      .593279    .00636   .24756
990418    2451286.500000000000      .591535    .00482   .24845
990419    2451287.500000000000      .589924    .00298   .24889
990420    2451288.500000000000      .588480    .00142   .24893
990421    2451289.500000000000      .587139    .00013   .24885
990422    2451290.500000000000      .585871   -.00109   .24895
990423    2451291.500000000000      .584652   -.00230   .24936
990424    2451292.500000000000      .583393   -.00363   .25012
990425    2451293.500000000000      .582092   -.00534   .25101
990426    2451294.500000000000      .580722   -.00710   .25187
990427    2451295.500000000000      .579278   -.00814   .25278
990428    2451296.500000000000      .577793   -.00844   .25377
990429    2451297.500000000000      .576327   -.00853   .25500
990430    2451298.500000000000      .574909   -.00874   .25648
990501    2451299.500000000000      .573556   -.00934   .25786
990502    2451300.500000000000      .572307   -.01051   .25890
990503    2451301.500000000000      .571164   -.01199   .25957
990504    2451302.500000000000      .570152   -.01355   .26002
990505    2451303.500000000000      .569287   -.01497   .26001
990506    2451304.500000000000      .568546   -.01588   .26035
990507    2451305.500000000000      .567808   -.01651   .26113
990508    2451306.500000000000      .567012   -.01723   .26194
990509    2451307.500000000000      .566133   -.01802   .26279
990510    2451308.500000000000      .565048   -.01865   .26351
990511    2451309.500000000000      .563801   -.01900   .26441
990512    2451310.500000000000      .562439   -.01922   .26574
990513    2451311.500000000000      .560919   -.01937   .26717
990514    2451312.500000000000      .559316   -.01935   .26867
990515    2451313.500000000000      .557775   -.01909   .27016
990516    2451314.500000000000      .556389   -.01906   .27171
990517    2451315.500000000000      .555190   -.01951   .27334
990518    2451316.500000000000      .554119   -.01999   .27489
990519    2451317.500000000000      .553089   -.02029   .27613
990520    2451318.500000000000      .552036   -.02050   .27693
990521    2451319.500000000000      .550949   -.02057   .27757
990522    2451320.500000000000      .549768   -.02056   .27827
990523    2451321.500000000000      .548472   -.02060   .27902
990524    2451322.500000000000      .547186   -.02076   .27975
990525    2451323.500000000000      .545901   -.02130   .28039
990526    2451324.500000000000      .544623   -.02228   .28098
990527    2451325.500000000000      .543471   -.02317   .28149
990528    2451326.500000000000      .542497   -.02375   .28210
990529    2451327.500000000000      .541645   -.02411   .28283
990530    2451328.500000000000      .540850   -.02445   .28341
990531    2451329.500000000000      .540139   -.02482   .28393
990601    2451330.500000000000      .539575   -.02522   .28454
990602    2451331.500000000000      .539025   -.02592   .28538
990603    2451332.500000000000      .538385   -.02679   .28629
990604    2451333.500000000000      .537775   -.02745   .28722
990605    2451334.500000000000      .537105   -.02798   .28851
990606    2451335.500000000000      .536213   -.02855   .29005
990607    2451336.500000000000      .535224   -.02922   .29154
990608    2451337.500000000000      .534111   -.02972   .29275
990609    2451338.500000000000      .532792   -.03024   .29362
990610    2451339.500000000000      .531421   -.03073   .29406
990611    2451340.500000000000      .530085   -.03102   .29439
990612    2451341.500000000000      .528796   -.03135   .29502
990613    2451342.500000000000      .527761   -.03163   .29578
990614    2451343.500000000000      .526942   -.03165   .29669
990615    2451344.500000000000      .526198   -.03188   .29778
990616    2451345.500000000000      .525517   -.03261   .29869
990617    2451346.500000000000      .524917   -.03301   .29928
990618    2451347.500000000000      .524262   -.03293   .29981
990619    2451348.500000000000      .523526   -.03279   .30034
990620    2451349.500000000000      .522812   -.03253   .30103
990621    2451350.500000000000      .522093   -.03226   .30194
990622    2451351.500000000000      .521350   -.03223   .30287
990623    2451352.500000000000      .520685   -.03243   .30373
990624    2451353.500000000000      .520206   -.03227   .30448
990625    2451354.500000000000      .519839   -.03192   .30536
990626    2451355.500000000000      .519589   -.03199   .30637
990627    2451356.500000000000      .519502   -.03239   .30740
990628    2451357.500000000000      .519487   -.03268   .30826
990629    2451358.500000000000      .519600   -.03260   .30887
990630    2451359.500000000000      .519704   -.03241   .30938
990701    2451360.500000000000      .519825   -.03220   .30995
990702    2451361.500000000000      .519904   -.03203   .31075
990703    2451362.500000000000      .519814   -.03169   .31174
990704    2451363.500000000000      .519734   -.03112   .31308
990705    2451364.500000000000      .519409   -.03043   .31463
990706    2451365.500000000000      .518842   -.02968   .31603
990707    2451366.500000000000      .518192   -.02890   .31727
990708    2451367.500000000000      .517516   -.02803   .31833
990709    2451368.500000000000      .516923   -.02703   .31948
990710    2451369.500000000000      .516450   -.02625   .32082
990711    2451370.500000000000      .516060   -.02559   .32196
990712    2451371.500000000000      .515755   -.02498   .32300
990713    2451372.500000000000      .515494   -.02467   .32421
990714    2451373.500000000000      .515214   -.02456   .32558
990715    2451374.500000000000      .514869   -.02467   .32663
990716    2451375.500000000000      .514431   -.02512   .32733
990717    2451376.500000000000      .513898   -.02567   .32786
990718    2451377.500000000000      .513318   -.02582   .32841
990719    2451378.500000000000      .512780   -.02565   .32904
990720    2451379.500000000000      .512325   -.02528   .32983
990721    2451380.500000000000      .511928   -.02477   .33067
990722    2451381.500000000000      .511574   -.02417   .33147
990723    2451382.500000000000      .511369   -.02365   .33207
990724    2451383.500000000000      .511260   -.02329   .33257
990725    2451384.500000000000      .511135   -.02361   .33305
990726    2451385.500000000000      .511161   -.02397   .33348
990727    2451386.500000000000      .511258   -.02398   .33398
990728    2451387.500000000000      .511254   -.02381   .33463
990729    2451388.500000000000      .511136   -.02340   .33552
990730    2451389.500000000000      .510991   -.02286   .33646
990731    2451390.500000000000      .510641   -.02228   .33749
990801    2451391.500000000000      .510019   -.02157   .33854
990802    2451392.500000000000      .509367   -.02083   .33969
990803    2451393.500000000000      .508613   -.01991   .34072
990804    2451394.500000000000      .507712   -.01872   .34155
990805    2451395.500000000000      .506918   -.01719   .34234
990806    2451396.500000000000      .506336   -.01562   .34344
990807    2451397.500000000000      .505893   -.01467   .34468
990808    2451398.500000000000      .505538   -.01430   .34584
990809    2451399.500000000000      .505318   -.01389   .34668
990810    2451400.500000000000      .505177   -.01364   .34717
990811    2451401.500000000000      .504889   -.01331   .34750
990812    2451402.500000000000      .504484   -.01286   .34780
990813    2451403.500000000000      .504058   -.01247   .34822
990814    2451404.500000000000      .503490   -.01194   .34878
990815    2451405.500000000000      .502844   -.01176   .34963
990816    2451406.500000000000      .502174   -.01179   .35078
990817    2451407.500000000000      .501432   -.01122   .35210
990818    2451408.500000000000      .500839   -.01032   .35325
990819    2451409.500000000000      .500340   -.00988   .35460
990820    2451410.500000000000      .499957   -.00953   .35573
990821    2451411.500000000000      .499725   -.00874   .35686
990822    2451412.500000000000      .499360   -.00833   .35813
990823    2451413.500000000000      .499081   -.00827   .35922
990824    2451414.500000000000      .498801   -.00845   .36016
990825    2451415.500000000000      .498436   -.00888   .36093
990826    2451416.500000000000      .497912   -.00869   .36179
990827    2451417.500000000000      .497117   -.00844   .36231
990828    2451418.500000000000      .496124   -.00828   .36281
990829    2451419.500000000000      .495017   -.00793   .36319
990830    2451420.500000000000      .493799   -.00734   .36369
990831    2451421.500000000000      .492555   -.00677   .36421
990901    2451422.500000000000      .491385   -.00649   .36465
990902    2451423.500000000000      .490375   -.00643   .36493
990903    2451424.500000000000      .489502   -.00622   .36520
990904    2451425.500000000000      .488725   -.00585   .36558
990905    2451426.500000000000      .488042   -.00496   .36601
990906    2451427.500000000000      .487384   -.00381   .36660
990907    2451428.500000000000      .486706   -.00257   .36719
990908    2451429.500000000000      .486000   -.00144   .36761
990909    2451430.500000000000      .485278   -.00055   .36830
990910    2451431.500000000000      .484512    .00003   .36907
990911    2451432.500000000000      .483712    .00046   .36958
990912    2451433.500000000000      .482948    .00080   .37017
990913    2451434.500000000000      .482267    .00162   .37073
990914    2451435.500000000000      .481677    .00245   .37149
990915    2451436.500000000000      .481178    .00304   .37262
990916    2451437.500000000000      .480776    .00351   .37343
990917    2451438.500000000000      .480493    .00385   .37375
990918    2451439.500000000000      .480248    .00407   .37406
990919    2451440.500000000000      .479936    .00428   .37452
990920    2451441.500000000000      .479561    .00447   .37508
990921    2451442.500000000000      .479048    .00482   .37542
990922    2451443.500000000000      .478333    .00533   .37559
990923    2451444.500000000000      .477450    .00556   .37585
990924    2451445.500000000000      .476401    .00515   .37603
990925    2451446.500000000000      .475254    .00496   .37591
990926    2451447.500000000000      .474113    .00500   .37590
990927    2451448.500000000000      .472948    .00516   .37613
990928    2451449.500000000000      .471816    .00543   .37676
990929    2451450.500000000000      .470875    .00581   .37753
990930    2451451.500000000000      .470053    .00607   .37834
991001    2451452.500000000000      .469277    .00626   .37920
991002    2451453.500000000000      .468648    .00658   .38006
991003    2451454.500000000000      .468010    .00707   .38092
991004    2451455.500000000000      .467227    .00785   .38180
991005    2451456.500000000000      .466257    .00840   .38231
991006    2451457.500000000000      .465132    .00912   .38260
991007    2451458.500000000000      .463900    .01014   .38293
991008    2451459.500000000000      .462590    .01071   .38267
991009    2451460.500000000000      .461243    .01125   .38254
991010    2451461.500000000000      .459902    .01227   .38270
991011    2451462.500000000000      .458632    .01327   .38294
991012    2451463.500000000000      .457497    .01395   .38294
991013    2451464.500000000000      .456473    .01414   .38283
991014    2451465.500000000000      .455512    .01396   .38279
991015    2451466.500000000000      .454662    .01367   .38278
991016    2451467.500000000000      .453923    .01367   .38276
991017    2451468.500000000000      .453192    .01401   .38265
991018    2451469.500000000000      .452418    .01451   .38244
991019    2451470.500000000000      .451580    .01505   .38236
991020    2451471.500000000000      .450597    .01574   .38268
991021    2451472.500000000000      .449366    .01640   .38299
991022    2451473.500000000000      .447874    .01685   .38315
991023    2451474.500000000000      .446167    .01713   .38323
991024    2451475.500000000000      .444297    .01773   .38339
991025    2451476.500000000000      .442364    .01833   .38365
991026    2451477.500000000000      .440510    .01881   .38383
991027    2451478.500000000000      .438796    .01943   .38371
991028    2451479.500000000000      .437290    .01997   .38350
991029    2451480.500000000000      .435971    .02023   .38336
991030    2451481.500000000000      .434718    .02048   .38315
991031    2451482.500000000000      .433487    .02076   .38299
991101    2451483.500000000000      .432192    .02128   .38272
991102    2451484.500000000000      .430826    .02189   .38223
991103    2451485.500000000000      .429398    .02270   .38138
991104    2451486.500000000000      .427903    .02330   .38095
991105    2451487.500000000000      .426392    .02373   .38040
991106    2451488.500000000000      .424907    .02413   .38002
991107    2451489.500000000000      .423454    .02442   .37964
991108    2451490.500000000000      .422089    .02449   .37888
991109    2451491.500000000000      .420784    .02484   .37788
991110    2451492.500000000000      .419512    .02561   .37715
991111    2451493.500000000000      .418317    .02675   .37646
991112    2451494.500000000000      .417203    .02775   .37614
991113    2451495.500000000000      .416098    .02844   .37655
991114    2451496.500000000000      .414915    .02895   .37735
991115    2451497.500000000000      .413630    .02883   .37806
991116    2451498.500000000000      .412287    .02860   .37826
991117    2451499.500000000000      .410854    .02922   .37826
991118    2451500.500000000000      .409236    .03032   .37822
991119    2451501.500000000000      .407499    .03155   .37829
991120    2451502.500000000000      .405708    .03267   .37852
991121    2451503.500000000000      .403877    .03318   .37865
991122    2451504.500000000000      .402134    .03316   .37863
991123    2451505.500000000000      .400563    .03283   .37849
991124    2451506.500000000000      .399193    .03252   .37805
991125    2451507.500000000000      .398015    .03222   .37758
991126    2451508.500000000000      .396980    .03188   .37727
991127    2451509.500000000000      .396008    .03173   .37696
991128    2451510.500000000000      .395013    .03198   .37669
991129    2451511.500000000000      .393912    .03262   .37677
991130    2451512.500000000000      .392648    .03336   .37703
991201    2451513.500000000000      .391267    .03391   .37748
991202    2451514.500000000000      .389873    .03426   .37818
991203    2451515.500000000000      .388501    .03448   .37885
991204    2451516.500000000000      .387273    .03470   .37918
991205    2451517.500000000000      .386161    .03485   .37933
991206    2451518.500000000000      .385120    .03471   .37924
991207    2451519.500000000000      .384148    .03449   .37897
991208    2451520.500000000000      .383279    .03479   .37890
991209    2451521.500000000000      .382467    .03570   .37915
991210    2451522.500000000000      .381679    .03669   .37960
991211    2451523.500000000000      .380861    .03723   .38006
991212    2451524.500000000000      .379946    .03734   .38037
991213    2451525.500000000000      .379013    .03737   .38065
991214    2451526.500000000000      .377955    .03768   .38098
991215    2451527.500000000000      .376713    .03829   .38149
991216    2451528.500000000000      .375372    .03847   .38189
991217    2451529.500000000000      .373943    .03830   .38192
991218    2451530.500000000000      .372442    .03812   .38198
991219    2451531.500000000000      .370952    .03799   .38208
991220    2451532.500000000000      .369479    .03770   .38194
991221    2451533.500000000000      .368052    .03721   .38136
991222    2451534.500000000000      .366875    .03661   .38073
991223    2451535.500000000000      .365861    .03654   .37973
991224    2451536.500000000000      .364767    .03716   .37856
991225    2451537.500000000000      .363658    .03806   .37768
991226    2451538.500000000000      .362541    .03902   .37741
991227    2451539.500000000000      .361369    .04005   .37758
991228    2451540.500000000000      .360115    .04112   .37774
991229    2451541.500000000000      .358812    .04193   .37816
991230    2451542.500000000000      .357554    .04245   .37827
991231    2451543.500000000000      .356453    .04286   .37798
000101    2451544.500000000000      .355499    .04319   .37770
000102    2451545.500000000000      .354633    .04348   .37751
000103    2451546.500000000000      .353864    .04359   .37727
000104    2451547.500000000000      .353231    .04341   .37694
000105    2451548.500000000000      .352796    .04316   .37660
000106    2451549.500000000000      .352401    .04314   .37627
000107    2451550.500000000000      .351945    .04344   .37607
000108    2451551.500000000000      .351504    .04373   .37602
000109    2451552.500000000000      .351090    .04369   .37576
000110    2451553.500000000000      .350559    .04359   .37525
000111    2451554.500000000000      .349833    .04374   .37476
000112    2451555.500000000000      .348967    .04422   .37464
000113    2451556.500000000000      .347998    .04517   .37469
000114    2451557.500000000000      .346909    .04649   .37473
000115    2451558.500000000000      .345728    .04764   .37481
000116    2451559.500000000000      .344561    .04851   .37482
000117    2451560.500000000000      .343507    .04945   .37484
000118    2451561.500000000000      .342546    .05069   .37513
000119    2451562.500000000000      .341625    .05198   .37554
000120    2451563.500000000000      .340742    .05316   .37572
000121    2451564.500000000000      .339886    .05421   .37583
000122    2451565.500000000000      .338988    .05511   .37621
000123    2451566.500000000000      .337966    .05582   .37669
000124    2451567.500000000000      .336804    .05621   .37710
000125    2451568.500000000000      .335531    .05642   .37735
000126    2451569.500000000000      .334211    .05657   .37729
000127    2451570.500000000000      .332922    .05698   .37699
000128    2451571.500000000000      .331733    .05730   .37672
000129    2451572.500000000000      .330681    .05718   .37638
000130    2451573.500000000000      .329776    .05698   .37613
000131    2451574.500000000000      .329006    .05693   .37595
000201    2451575.500000000000      .328322    .05689   .37552
000202    2451576.500000000000      .327699    .05720   .37501
000203    2451577.500000000000      .327150    .05766   .37440
000204    2451578.500000000000      .326667    .05819   .37375
000205    2451579.500000000000      .326148    .05904   .37313
000206    2451580.500000000000      .325463    .05997   .37262
000207    2451581.500000000000      .324586    .06104   .37222
000208    2451582.500000000000      .323643    .06224   .37194
000209    2451583.500000000000      .322589    .06347   .37198
000210    2451584.500000000000      .321375    .06472   .37171
000211    2451585.500000000000      .320126    .06579   .37116
000212    2451586.500000000000      .319022    .06624   .37067
000213    2451587.500000000000      .318143    .06619   .37014
000214    2451588.500000000000      .317317    .06597   .36971
000215    2451589.500000000000      .316628    .06602   .36925
000216    2451590.500000000000      .315996    .06665   .36881
000217    2451591.500000000000      .315300    .06738   .36849
000218    2451592.500000000000      .314590    .06796   .36834
000219    2451593.500000000000      .313808    .06852   .36831
000220    2451594.500000000000      .312827    .06900   .36819
000221    2451595.500000000000      .311616    .06917   .36790
000222    2451596.500000000000      .310322    .06898   .36735
000223    2451597.500000000000      .309104    .06872   .36677
000224    2451598.500000000000      .307975    .06840   .36605
000225    2451599.500000000000      .306936    .06793   .36522
000226    2451600.500000000000      .306068    .06744   .36435
000227    2451601.500000000000      .305349    .06697   .36343
000228    2451602.500000000000      .304672    .06662   .36264
000229    2451603.500000000000      .304115    .06645   .36191
000301    2451604.500000000000      .303608    .06640   .36147
000302    2451605.500000000000      .303039    .06658   .36096
000303    2451606.500000000000      .302404    .06714   .36033
000304    2451607.500000000000      .301667    .06776   .36017
000305    2451608.500000000000      .300768    .06795   .36018
000306    2451609.500000000000      .299699    .06816   .36002
000307    2451610.500000000000      .298457    .06860   .35977
000308    2451611.500000000000      .297087    .06882   .35972
000309    2451612.500000000000      .295689    .06928   .35930
000310    2451613.500000000000      .294339    .07027   .35881
000311    2451614.500000000000      .293072    .07169   .35868
000312    2451615.500000000000      .291919    .07306   .35865
000313    2451616.500000000000      .290922    .07394   .35848
000314    2451617.500000000000      .290064    .07437   .35796
000315    2451618.500000000000      .289277    .07462   .35720
000316    2451619.500000000000      .288485    .07474   .35629
000317    2451620.500000000000      .287631    .07457   .35547
000318    2451621.500000000000      .286706    .07426   .35476
000319    2451622.500000000000      .285740    .07398   .35395
000320    2451623.500000000000      .284751    .07373   .35311
000321    2451624.500000000000      .283717    .07380   .35262
000322    2451625.500000000000      .282637    .07401   .35213
000323    2451626.500000000000      .281588    .07398   .35151
000324    2451627.500000000000      .280706    .07390   .35103
000325    2451628.500000000000      .279965    .07377   .35045
000326    2451629.500000000000      .279321    .07338   .34960
000327    2451630.500000000000      .278908    .07310   .34865
000328    2451631.500000000000      .278531    .07286   .34795
000329    2451632.500000000000      .278089    .07271   .34719
000330    2451633.500000000000      .277661    .07338   .34641
000331    2451634.500000000000      .277174    .07446   .34606
000401    2451635.500000000000      .276517    .07522   .34598
000402    2451636.500000000000      .275656    .07568   .34612
000403    2451637.500000000000      .274573    .07634   .34651
000404    2451638.500000000000      .273293    .07703   .34688
000405    2451639.500000000000      .271932    .07706   .34695
000406    2451640.500000000000      .270633    .07706   .34675
000407    2451641.500000000000      .269435    .07731   .34631
000408    2451642.500000000000      .268345    .07760   .34573
000409    2451643.500000000000      .267404    .07780   .34512
000410    2451644.500000000000      .266578    .07818   .34429
000411    2451645.500000000000      .265781    .07909   .34360
000412    2451646.500000000000      .264946    .08037   .34336
000413    2451647.500000000000      .264032    .08146   .34339
000414    2451648.500000000000      .262955    .08199   .34357
000415    2451649.500000000000      .261714    .08209   .34387
000416    2451650.500000000000      .260347    .08211   .34410
000417    2451651.500000000000      .258864    .08228   .34415
000418    2451652.500000000000      .257437    .08243   .34411
000419    2451653.500000000000      .256044    .08228   .34374
000420    2451654.500000000000      .254752    .08235   .34312
000421    2451655.500000000000      .253674    .08258   .34251
000422    2451656.500000000000      .252665    .08256   .34173
000423    2451657.500000000000      .251721    .08287   .34086
000424    2451658.500000000000      .250918    .08344   .34013
000425    2451659.500000000000      .250258    .08416   .33964
000426    2451660.500000000000      .249608    .08499   .33927
000427    2451661.500000000000      .248972    .08584   .33887
000428    2451662.500000000000      .248197    .08664   .33857
000429    2451663.500000000000      .247188    .08745   .33827
000430    2451664.500000000000      .246067    .08832   .33785
000501    2451665.500000000000      .244732    .08906   .33740
000502    2451666.500000000000      .243253    .08965   .33711
000503    2451667.500000000000      .241746    .08998   .33670
000504    2451668.500000000000      .240246    .08985   .33609
000505    2451669.500000000000      .238838    .08949   .33499
000506    2451670.500000000000      .237606    .08905   .33381
000507    2451671.500000000000      .236599    .08853   .33291
000508    2451672.500000000000      .235755    .08796   .33186
000509    2451673.500000000000      .234948    .08753   .33083
000510    2451674.500000000000      .234048    .08726   .33014
000511    2451675.500000000000      .233011    .08738   .32976
000512    2451676.500000000000      .231893    .08807   .32958
000513    2451677.500000000000      .230718    .08887   .32958
000514    2451678.500000000000      .229452    .08947   .32969
000515    2451679.500000000000      .228133    .09005   .32961
000516    2451680.500000000000      .226917    .09054   .32917
000517    2451681.500000000000      .225871    .09087   .32845
000518    2451682.500000000000      .224891    .09139   .32771
000519    2451683.500000000000      .223989    .09228   .32710
000520    2451684.500000000000      .223244    .09322   .32659
000521    2451685.500000000000      .222654    .09404   .32613
000522    2451686.500000000000      .222135    .09452   .32565
000523    2451687.500000000000      .221629    .09464   .32473
000524    2451688.500000000000      .221094    .09485   .32341
000525    2451689.500000000000      .220522    .09534   .32236
000526    2451690.500000000000      .219943    .09614   .32154
000527    2451691.500000000000      .219300    .09734   .32078
000528    2451692.500000000000      .218507    .09891   .32012
000529    2451693.500000000000      .217630    .10069   .31940
000530    2451694.500000000000      .216747    .10230   .31869
000531    2451695.500000000000      .215798    .10379   .31806
000601    2451696.500000000000      .214921    .10505   .31736
000602    2451697.500000000000      .214197    .10631   .31651
000603    2451698.500000000000      .213547    .10776   .31550
000604    2451699.500000000000      .213084    .10882   .31450
000605    2451700.500000000000      .212656    .10982   .31354
000606    2451701.500000000000      .212193    .11097   .31262
000607    2451702.500000000000      .211584    .11187   .31187
000608    2451703.500000000000      .210820    .11245   .31112
000609    2451704.500000000000      .209940    .11251   .31018
000610    2451705.500000000000      .209005    .11247   .30897
000611    2451706.500000000000      .208152    .11268   .30745
000612    2451707.500000000000      .207344    .11313   .30606
000613    2451708.500000000000      .206710    .11347   .30490
000614    2451709.500000000000      .206248    .11362   .30368
000615    2451710.500000000000      .205985    .11360   .30248
000616    2451711.500000000000      .205990    .11310   .30130
000617    2451712.500000000000      .206086    .11216   .30025
000618    2451713.500000000000      .206174    .11101   .29921
000619    2451714.500000000000      .206348    .10987   .29771
000620    2451715.500000000000      .206577    .10887   .29602
000621    2451716.500000000000      .206708    .10814   .29434
000622    2451717.500000000000      .206659    .10777   .29257
