TAIUTC       26     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
850621    2446237.500000000000     -.437971   -.07726   .47077
850622    2446238.500000000000     -.438833   -.07466   .47209
850623    2446239.500000000000     -.439913   -.07196   .47326
850624    2446240.500000000000     -.441254   -.06905   .47431
850625    2446241.500000000000     -.442842   -.06591   .47531
850626    2446242.500000000000     -.444597   -.06261   .47633
850627    2446243.500000000000     -.446396   -.05923   .47744
850628    2446244.500000000000     -.448109   -.05584   .47868
850629    2446245.500000000000     -.449605   -.05251   .48001
850630    2446246.500000000000     -.450779   -.04932   .48133
850701    2446247.500000000000      .548403   -.04635   .48251
850702    2446248.500000000000      .547876   -.04364   .48354
850703    2446249.500000000000      .547517   -.04116   .48441
850704    2446250.500000000000      .547188   -.03874   .48517
850705    2446251.500000000000      .546773   -.03617   .48590
850706    2446252.500000000000      .546222   -.03332   .48662
850707    2446253.500000000000      .545534   -.03015   .48728
850708    2446254.500000000000      .544761   -.02669   .48785
850709    2446255.500000000000      .543967   -.02305   .48840
850710    2446256.500000000000      .543214   -.01928   .48897
850711    2446257.500000000000      .542545   -.01541   .48958
850712    2446258.500000000000      .541991   -.01145   .49025
850713    2446259.500000000000      .541561   -.00750   .49088
850714    2446260.500000000000      .541244   -.00366   .49141
850715    2446261.500000000000      .541021   -.00002   .49187
850716    2446262.500000000000      .540871    .00346   .49229
850717    2446263.500000000000      .540750    .00689   .49273
850718    2446264.500000000000      .540593    .01034   .49324
850719    2446265.500000000000      .540304    .01376   .49381
850720    2446266.500000000000      .539774    .01706   .49443
850721    2446267.500000000000      .538945    .02020   .49504
850722    2446268.500000000000      .537844    .02331   .49549
850723    2446269.500000000000      .536581    .02655   .49567
850724    2446270.500000000000      .535286    .02989   .49568
850725    2446271.500000000000      .534085    .03324   .49560
850726    2446272.500000000000      .533082    .03655   .49553
850727    2446273.500000000000      .532348    .03979   .49555
850728    2446274.500000000000      .531889    .04302   .49569
850729    2446275.500000000000      .531634    .04629   .49590
850730    2446276.500000000000      .531454    .04959   .49608
850731    2446277.500000000000      .531214    .05278   .49609
850801    2446278.500000000000      .530818    .05576   .49590
850802    2446279.500000000000      .530223    .05853   .49552
850803    2446280.500000000000      .529441    .06131   .49501
850804    2446281.500000000000      .528522    .06437   .49451
850805    2446282.500000000000      .527529    .06773   .49409
850806    2446283.500000000000      .526536    .07134   .49377
850807    2446284.500000000000      .525611    .07506   .49353
850808    2446285.500000000000      .524814    .07877   .49334
850809    2446286.500000000000      .524184    .08241   .49308
850810    2446287.500000000000      .523732    .08594   .49260
850811    2446288.500000000000      .523444    .08941   .49181
850812    2446289.500000000000      .523278    .09287   .49068
850813    2446290.500000000000      .523157    .09627   .48942
850814    2446291.500000000000      .522988    .09957   .48819
850815    2446292.500000000000      .522673    .10272   .48709
850816    2446293.500000000000      .522120    .10571   .48615
850817    2446294.500000000000      .521262    .10861   .48530
850818    2446295.500000000000      .520090    .11171   .48454
850819    2446296.500000000000      .518678    .11502   .48384
850820    2446297.500000000000      .517160    .11849   .48315
850821    2446298.500000000000      .515692    .12190   .48239
850822    2446299.500000000000      .514395    .12515   .48149
850823    2446300.500000000000      .513336    .12817   .48043
850824    2446301.500000000000      .512534    .13104   .47932
850825    2446302.500000000000      .511955    .13380   .47823
850826    2446303.500000000000      .511518    .13656   .47714
850827    2446304.500000000000      .511106    .13940   .47594
850828    2446305.500000000000      .510599    .14235   .47451
850829    2446306.500000000000      .509902    .14536   .47285
850830    2446307.500000000000      .508967    .14830   .47103
850831    2446308.500000000000      .507802    .15110   .46912
850901    2446309.500000000000      .506466    .15374   .46721
850902    2446310.500000000000      .505052    .15633   .46532
850903    2446311.500000000000      .503654    .15896   .46343
850904    2446312.500000000000      .502356    .16164   .46155
850905    2446313.500000000000      .501211    .16439   .45976
850906    2446314.500000000000      .500231    .16723   .45811
850907    2446315.500000000000      .499411    .17009   .45659
850908    2446316.500000000000      .498727    .17278   .45510
850909    2446317.500000000000      .498132    .17521   .45355
850910    2446318.500000000000      .497555    .17735   .45185
850911    2446319.500000000000      .496898    .17926   .44998
850912    2446320.500000000000      .496052    .18109   .44794
850913    2446321.500000000000      .494924    .18292   .44585
850914    2446322.500000000000      .493456    .18468   .44371
850915    2446323.500000000000      .491655    .18625   .44147
850916    2446324.500000000000      .489627    .18755   .43907
850917    2446325.500000000000      .487560    .18873   .43656
850918    2446326.500000000000      .485637    .19003   .43402
850919    2446327.500000000000      .483978    .19155   .43149
850920    2446328.500000000000      .482613    .19329   .42903
850921    2446329.500000000000      .481494    .19520   .42668
850922    2446330.500000000000      .480514    .19722   .42448
850923    2446331.500000000000      .479543    .19928   .42242
850924    2446332.500000000000      .478470    .20133   .42046
850925    2446333.500000000000      .477229    .20331   .41856
850926    2446334.500000000000      .475788    .20517   .41660
850927    2446335.500000000000      .474142    .20685   .41447
850928    2446336.500000000000      .472327    .20827   .41209
850929    2446337.500000000000      .470418    .20941   .40938
850930    2446338.500000000000      .468501    .21034   .40637
851001    2446339.500000000000      .466664    .21117   .40314
851002    2446340.500000000000      .464959    .21203   .39986
851003    2446341.500000000000      .463407    .21297   .39666
851004    2446342.500000000000      .462008    .21396   .39353
851005    2446343.500000000000      .460743    .21501   .39043
851006    2446344.500000000000      .459567    .21615   .38733
851007    2446345.500000000000      .458417    .21745   .38423
851008    2446346.500000000000      .457199    .21891   .38123
851009    2446347.500000000000      .455800    .22040   .37842
851010    2446348.500000000000      .454117    .22176   .37580
851011    2446349.500000000000      .452099    .22288   .37317
851012    2446350.500000000000      .449760    .22369   .37027
851013    2446351.500000000000      .447197    .22419   .36705
851014    2446352.500000000000      .444573    .22449   .36366
851015    2446353.500000000000      .442076    .22474   .36035
851016    2446354.500000000000      .439839    .22506   .35726
851017    2446355.500000000000      .437900    .22555   .35443
851018    2446356.500000000000      .436224    .22618   .35180
851019    2446357.500000000000      .434720    .22686   .34932
851020    2446358.500000000000      .433268    .22752   .34683
851021    2446359.500000000000      .431747    .22812   .34415
851022    2446360.500000000000      .430073    .22861   .34117
851023    2446361.500000000000      .428207    .22901   .33800
851024    2446362.500000000000      .426161    .22933   .33484
851025    2446363.500000000000      .423983    .22960   .33186
851026    2446364.500000000000      .421730    .22984   .32907
851027    2446365.500000000000      .419463    .23002   .32642
851028    2446366.500000000000      .417242    .23010   .32386
851029    2446367.500000000000      .415133    .23008   .32134
851030    2446368.500000000000      .413197    .22997   .31877
851031    2446369.500000000000      .411469    .22982   .31610
851101    2446370.500000000000      .409940    .22966   .31333
851102    2446371.500000000000      .408562    .22945   .31050
851103    2446372.500000000000      .407278    .22915   .30766
851104    2446373.500000000000      .406018    .22880   .30483
851105    2446374.500000000000      .404706    .22846   .30202
851106    2446375.500000000000      .403259    .22820   .29924
851107    2446376.500000000000      .401609    .22808   .29660
851108    2446377.500000000000      .399702    .22812   .29422
851109    2446378.500000000000      .397528    .22830   .29210
851110    2446379.500000000000      .395145    .22858   .29012
851111    2446380.500000000000      .392698    .22888   .28808
851112    2446381.500000000000      .390381    .22902   .28580
851113    2446382.500000000000      .388347    .22889   .28318
851114    2446383.500000000000      .386656    .22848   .28027
851115    2446384.500000000000      .385243    .22788   .27714
851116    2446385.500000000000      .383951    .22729   .27388
851117    2446386.500000000000      .382606    .22683   .27065
851118    2446387.500000000000      .381081    .22654   .26760
851119    2446388.500000000000      .379328    .22652   .26481
851120    2446389.500000000000      .377372    .22680   .26230
851121    2446390.500000000000      .375280    .22736   .26004
851122    2446391.500000000000      .373135    .22797   .25788
851123    2446392.500000000000      .371020    .22841   .25574
851124    2446393.500000000000      .368989    .22857   .25359
851125    2446394.500000000000      .367080    .22845   .25145
851126    2446395.500000000000      .365327    .22812   .24937
851127    2446396.500000000000      .363752    .22766   .24736
851128    2446397.500000000000      .362356    .22708   .24539
851129    2446398.500000000000      .361102    .22639   .24336
851130    2446399.500000000000      .359927    .22557   .24117
851201    2446400.500000000000      .358742    .22462   .23881
851202    2446401.500000000000      .357476    .22350   .23631
851203    2446402.500000000000      .356066    .22215   .23376
851204    2446403.500000000000      .354456    .22064   .23124
851205    2446404.500000000000      .352593    .21917   .22882
851206    2446405.500000000000      .350471    .21789   .22651
851207    2446406.500000000000      .348163    .21682   .22430
851208    2446407.500000000000      .345795    .21589   .22213
851209    2446408.500000000000      .343517    .21496   .21995
851210    2446409.500000000000      .341449    .21390   .21775
851211    2446410.500000000000      .339655    .21264   .21552
851212    2446411.500000000000      .338136    .21124   .21326
851213    2446412.500000000000      .336819    .20978   .21096
851214    2446413.500000000000      .335588    .20839   .20859
851215    2446414.500000000000      .334319    .20723   .20625
851216    2446415.500000000000      .332918    .20637   .20400
851217    2446416.500000000000      .331358    .20574   .20200
851218    2446417.500000000000      .329669    .20526   .20027
851219    2446418.500000000000      .327904    .20472   .19860
851220    2446419.500000000000      .326127    .20394   .19672
851221    2446420.500000000000      .324405    .20288   .19444
851222    2446421.500000000000      .322803    .20162   .19183
851223    2446422.500000000000      .321361    .20031   .18908
851224    2446423.500000000000      .320096    .19913   .18642
851225    2446424.500000000000      .319015    .19801   .18391
851226    2446425.500000000000      .318100    .19686   .18161
851227    2446426.500000000000      .317306    .19550   .17950
851228    2446427.500000000000      .316567    .19380   .17751
851229    2446428.500000000000      .315809    .19174   .17557
851230    2446429.500000000000      .314962    .18945   .17362
851231    2446430.500000000000      .313962    .18710   .17157
860101    2446431.500000000000      .312759    .18488   .16964
860102    2446432.500000000000      .311341    .18292   .16783
860103    2446433.500000000000      .309743    .18115   .16608
860104    2446434.500000000000      .308042    .17952   .16441
860105    2446435.500000000000      .306342    .17768   .16237
860106    2446436.500000000000      .304769    .17572   .16035
860107    2446437.500000000000      .303417    .17365   .15852
860108    2446438.500000000000      .302312    .17150   .15691
860109    2446439.500000000000      .301387    .16935   .15537
860110    2446440.500000000000      .300512    .16722   .15369
860111    2446441.500000000000      .299553    .16502   .15180
860112    2446442.500000000000      .298403    .16279   .14974
860113    2446443.500000000000      .297009    .16069   .14763
860114    2446444.500000000000      .295383    .15889   .14556
860115    2446445.500000000000      .293601    .15731   .14352
860116    2446446.500000000000      .291764    .15571   .14158
860117    2446447.500000000000      .289972    .15384   .13980
860118    2446448.500000000000      .288297    .15154   .13818
860119    2446449.500000000000      .286785    .14876   .13665
860120    2446450.500000000000      .285449    .14565   .13525
860121    2446451.500000000000      .284271    .14243   .13400
860122    2446452.500000000000      .283215    .13941   .13297
860123    2446453.500000000000      .282234    .13674   .13211
860124    2446454.500000000000      .281265    .13441   .13136
860125    2446455.500000000000      .280233    .13225   .13062
860126    2446456.500000000000      .279071    .12996   .12977
860127    2446457.500000000000      .277723    .12741   .12876
860128    2446458.500000000000      .276147    .12467   .12765
860129    2446459.500000000000      .274329    .12181   .12650
860130    2446460.500000000000      .272290    .11888   .12544
860131    2446461.500000000000      .270112    .11588   .12456
860201    2446462.500000000000      .267916    .11279   .12386
860202    2446463.500000000000      .265828    .10966   .12326
860203    2446464.500000000000      .263946    .10655   .12260
860204    2446465.500000000000      .262320    .10356   .12183
860205    2446466.500000000000      .260944    .10084   .12104
860206    2446467.500000000000      .259736    .09835   .12039
860207    2446468.500000000000      .258554    .09595   .11992
860208    2446469.500000000000      .257252    .09364   .11950
860209    2446470.500000000000      .255741    .09143   .11902
860210    2446471.500000000000      .254015    .08921   .11828
860211    2446472.500000000000      .252137    .08690   .11732
860212    2446473.500000000000      .250184    .08449   .11636
860213    2446474.500000000000      .248232    .08201   .11555
860214    2446475.500000000000      .246348    .07959   .11491
860215    2446476.500000000000      .244595    .07730   .11453
860216    2446477.500000000000      .243034    .07511   .11442
860217    2446478.500000000000      .241713    .07290   .11450
860218    2446479.500000000000      .240631    .07053   .11458
860219    2446480.500000000000      .239739    .06788   .11455
860220    2446481.500000000000      .238955    .06497   .11442
860221    2446482.500000000000      .238181    .06187   .11430
860222    2446483.500000000000      .237315    .05874   .11437
860223    2446484.500000000000      .236271    .05553   .11455
860224    2446485.500000000000      .234987    .05224   .11480
860225    2446486.500000000000      .233441    .04882   .11512
860226    2446487.500000000000      .231663    .04531   .11546
860227    2446488.500000000000      .229739    .04182   .11568
860228    2446489.500000000000      .227795    .03854   .11560
860301    2446490.500000000000      .225959    .03560   .11525
860302    2446491.500000000000      .224324    .03290   .11493
860303    2446492.500000000000      .222927    .03022   .11493
860304    2446493.500000000000      .221742    .02747   .11528
860305    2446494.500000000000      .220700    .02455   .11580
860306    2446495.500000000000      .219699    .02141   .11639
860307    2446496.500000000000      .218635    .01814   .11698
860308    2446497.500000000000      .217415    .01488   .11759
860309    2446498.500000000000      .215992    .01176   .11821
860310    2446499.500000000000      .214381    .00883   .11879
860311    2446500.500000000000      .212649    .00619   .11930
860312    2446501.500000000000      .210904    .00355   .11969
860313    2446502.500000000000      .209257    .00075   .11995
860314    2446503.500000000000      .207796   -.00224   .12010
860315    2446504.500000000000      .206569   -.00527   .12020
860316    2446505.500000000000      .205578   -.00811   .12028
860317    2446506.500000000000      .204793   -.01057   .12054
860318    2446507.500000000000      .204158   -.01264   .12116
860319    2446508.500000000000      .203610   -.01453   .12202
860320    2446509.500000000000      .203071   -.01650   .12291
860321    2446510.500000000000      .202455   -.01865   .12368
860322    2446511.500000000000      .201653   -.02081   .12444
860323    2446512.500000000000      .200564   -.02277   .12537
860324    2446513.500000000000      .199119   -.02449   .12665
860325    2446514.500000000000      .197309   -.02619   .12822
860326    2446515.500000000000      .195205   -.02820   .12989
860327    2446516.500000000000      .192950   -.03067   .13133
860328    2446517.500000000000      .190726   -.03340   .13237
860329    2446518.500000000000      .188695   -.03613   .13306
860330    2446519.500000000000      .186947   -.03874   .13374
860331    2446520.500000000000      .185490   -.04120   .13474
860401    2446521.500000000000      .184256   -.04348   .13611
860402    2446522.500000000000      .183126   -.04555   .13790
860403    2446523.500000000000      .181966   -.04757   .13977
860404    2446524.500000000000      .180655   -.04966   .14151
860405    2446525.500000000000      .179121   -.05186   .14301
860406    2446526.500000000000      .177361   -.05419   .14438
860407    2446527.500000000000      .175429   -.05641   .14587
860408    2446528.500000000000      .173412   -.05832   .14763
860409    2446529.500000000000      .171409   -.05985   .14978
860410    2446530.500000000000      .169500   -.06106   .15233
860411    2446531.500000000000      .167744   -.06217   .15495
860412    2446532.500000000000      .166170   -.06329   .15747
860413    2446533.500000000000      .164772   -.06447   .15982
860414    2446534.500000000000      .163517   -.06579   .16207
860415    2446535.500000000000      .162354   -.06723   .16425
860416    2446536.500000000000      .161221   -.06861   .16624
860417    2446537.500000000000      .160049   -.06983   .16799
860418    2446538.500000000000      .158781   -.07102   .16969
860419    2446539.500000000000      .157358   -.07242   .17155
860420    2446540.500000000000      .155732   -.07408   .17356
860421    2446541.500000000000      .153862   -.07587   .17556
860422    2446542.500000000000      .151751   -.07761   .17743
860423    2446543.500000000000      .149476   -.07917   .17918
860424    2446544.500000000000      .147178   -.08059   .18090
860425    2446545.500000000000      .145026   -.08190   .18271
860426    2446546.500000000000      .143155   -.08294   .18465
860427    2446547.500000000000      .141597   -.08368   .18670
860428    2446548.500000000000      .140279   -.08422   .18879
860429    2446549.500000000000      .139072   -.08467   .19089
860430    2446550.500000000000      .137835   -.08511   .19299
860501    2446551.500000000000      .136455   -.08551   .19520
860502    2446552.500000000000      .134861   -.08582   .19761
860503    2446553.500000000000      .133049   -.08621   .20007
860504    2446554.500000000000      .131059   -.08685   .20241
860505    2446555.500000000000      .128962   -.08777   .20452
860506    2446556.500000000000      .126844   -.08884   .20644
860507    2446557.500000000000      .124793   -.08996   .20826
860508    2446558.500000000000      .122892   -.09102   .21007
860509    2446559.500000000000      .121195   -.09200   .21187
860510    2446560.500000000000      .119716   -.09289   .21366
860511    2446561.500000000000      .118434   -.09377   .21546
860512    2446562.500000000000      .117308   -.09461   .21731
860513    2446563.500000000000      .116285   -.09540   .21930
860514    2446564.500000000000      .115315   -.09610   .22144
860515    2446565.500000000000      .114345   -.09670   .22362
860516    2446566.500000000000      .113311   -.09721   .22584
860517    2446567.500000000000      .112141   -.09766   .22815
860518    2446568.500000000000      .110764   -.09820   .23049
860519    2446569.500000000000      .109159   -.09895   .23282
860520    2446570.500000000000      .107367   -.09985   .23523
860521    2446571.500000000000      .105488   -.10072   .23754
860522    2446572.500000000000      .103665   -.10145   .23957
860523    2446573.500000000000      .102058   -.10201   .24124
860524    2446574.500000000000      .100775   -.10246   .24282
860525    2446575.500000000000      .099809   -.10286   .24453
860526    2446576.500000000000      .099039   -.10320   .24653
860527    2446577.500000000000      .098302   -.10344   .24879
860528    2446578.500000000000      .097471   -.10356   .25119
860529    2446579.500000000000      .096487   -.10356   .25360
860530    2446580.500000000000      .095351   -.10345   .25582
860531    2446581.500000000000      .094111   -.10325   .25778
860601    2446582.500000000000      .092833   -.10296   .25962
860602    2446583.500000000000      .091596   -.10269   .26146
860603    2446584.500000000000      .090473   -.10254   .26339
860604    2446585.500000000000      .089518   -.10259   .26550
860605    2446586.500000000000      .088762   -.10276   .26783
860606    2446587.500000000000      .088214   -.10286   .27032
860607    2446588.500000000000      .087856   -.10272   .27282
860608    2446589.500000000000      .087651   -.10252   .27522
860609    2446590.500000000000      .087554   -.10245   .27743
860610    2446591.500000000000      .087505   -.10227   .27938
860611    2446592.500000000000      .087431   -.10174   .28112
860612    2446593.500000000000      .087259   -.10071   .28279
860613    2446594.500000000000      .086928   -.09923   .28452
860614    2446595.500000000000      .086384   -.09769   .28618
860615    2446596.500000000000      .085598   -.09620   .28792
860616    2446597.500000000000      .084577   -.09480   .28990
860617    2446598.500000000000      .083374   -.09346   .29211
860618    2446599.500000000000      .082106   -.09216   .29446
860619    2446600.500000000000      .080911   -.09087   .29683
860620    2446601.500000000000      .079911   -.08964   .29917
860621    2446602.500000000000      .079161   -.08844   .30144
860622    2446603.500000000000      .078622   -.08719   .30359
860623    2446604.500000000000      .078182   -.08583   .30564
860624    2446605.500000000000      .077703   -.08433   .30758
860625    2446606.500000000000      .077068   -.08275   .30961
860626    2446607.500000000000      .076219   -.08113   .31185
860627    2446608.500000000000      .075175   -.07948   .31430
860628    2446609.500000000000      .074014   -.07781   .31673
860629    2446610.500000000000      .072842   -.07613   .31889
860630    2446611.500000000000      .071748   -.07443   .32089
860701    2446612.500000000000      .070789   -.07274   .32298
860702    2446613.500000000000      .070000   -.07120   .32523
860703    2446614.500000000000      .069395   -.06992   .32759
860704    2446615.500000000000      .068966   -.06894   .32994
860705    2446616.500000000000      .068678   -.06801   .33217
860706    2446617.500000000000      .068481   -.06696   .33430
860707    2446618.500000000000      .068306   -.06564   .33635
860708    2446619.500000000000      .068085   -.06419   .33847
860709    2446620.500000000000      .067742   -.06273   .34069
860710    2446621.500000000000      .067216   -.06128   .34298
860711    2446622.500000000000      .066481   -.05994   .34510
860712    2446623.500000000000      .065540   -.05882   .34679
860713    2446624.500000000000      .064438   -.05784   .34805
860714    2446625.500000000000      .063262   -.05671   .34920
860715    2446626.500000000000      .062121   -.05526   .35027
860716    2446627.500000000000      .061128   -.05352   .35114
860717    2446628.500000000000      .060361   -.05166   .35186
860718    2446629.500000000000      .059847   -.04979   .35261
860719    2446630.500000000000      .059538   -.04798   .35363
860720    2446631.500000000000      .059319   -.04617   .35499
860721    2446632.500000000000      .059045   -.04421   .35661
860722    2446633.500000000000      .058593   -.04197   .35840
860723    2446634.500000000000      .057894   -.03969   .36014
860724    2446635.500000000000      .056959   -.03764   .36180
860725    2446636.500000000000      .055870   -.03591   .36328
860726    2446637.500000000000      .054742   -.03441   .36457
860727    2446638.500000000000      .053684   -.03290   .36568
860728    2446639.500000000000      .052775   -.03130   .36667
860729    2446640.500000000000      .052060   -.02982   .36760
860730    2446641.500000000000      .051564   -.02857   .36857
860731    2446642.500000000000      .051290   -.02748   .36959
860801    2446643.500000000000      .051208   -.02644   .37054
860802    2446644.500000000000      .051249   -.02538   .37135
860803    2446645.500000000000      .051318   -.02435   .37209
860804    2446646.500000000000      .051321   -.02320   .37277
860805    2446647.500000000000      .051170   -.02179   .37350
860806    2446648.500000000000      .050790   -.02007   .37448
860807    2446649.500000000000      .050130   -.01816   .37566
860808    2446650.500000000000      .049183   -.01622   .37694
860809    2446651.500000000000      .047996   -.01449   .37808
860810    2446652.500000000000      .046672   -.01312   .37897
860811    2446653.500000000000      .045337   -.01206   .37969
860812    2446654.500000000000      .044107   -.01130   .38032
860813    2446655.500000000000      .043076   -.01048   .38123
860814    2446656.500000000000      .042305   -.00941   .38235
860815    2446657.500000000000      .041796   -.00807   .38337
860816    2446658.500000000000      .041474   -.00665   .38405
860817    2446659.500000000000      .041201   -.00525   .38448
860818    2446660.500000000000      .040820   -.00391   .38476
860819    2446661.500000000000      .040210   -.00252   .38520
860820    2446662.500000000000      .039326   -.00091   .38597
860821    2446663.500000000000      .038201    .00106   .38713
860822    2446664.500000000000      .036934    .00324   .38852
860823    2446665.500000000000      .035661    .00545   .38995
860824    2446666.500000000000      .034503    .00736   .39095
860825    2446667.500000000000      .033540    .00905   .39161
860826    2446668.500000000000      .032801    .01064   .39204
860827    2446669.500000000000      .032261    .01235   .39251
860828    2446670.500000000000      .031875    .01421   .39305
860829    2446671.500000000000      .031587    .01617   .39361
860830    2446672.500000000000      .031338    .01811   .39409
860831    2446673.500000000000      .031073    .01994   .39452
860901    2446674.500000000000      .030729    .02160   .39496
860902    2446675.500000000000      .030241    .02305   .39559
860903    2446676.500000000000      .029555    .02442   .39637
860904    2446677.500000000000      .028635    .02587   .39721
860905    2446678.500000000000      .027476    .02748   .39804
860906    2446679.500000000000      .026119    .02904   .39878
860907    2446680.500000000000      .024654    .03050   .39933
860908    2446681.500000000000      .023182    .03193   .39949
860909    2446682.500000000000      .021808    .03335   .39923
860910    2446683.500000000000      .020612    .03480   .39866
860911    2446684.500000000000      .019625    .03633   .39797
860912    2446685.500000000000      .018820    .03796   .39738
860913    2446686.500000000000      .018101    .03957   .39718
860914    2446687.500000000000      .017336    .04110   .39737
860915    2446688.500000000000      .016396    .04253   .39780
860916    2446689.500000000000      .015190    .04379   .39832
860917    2446690.500000000000      .013689    .04495   .39870
860918    2446691.500000000000      .011946    .04609   .39879
860919    2446692.500000000000      .010075    .04726   .39860
860920    2446693.500000000000      .008210    .04854   .39831
860921    2446694.500000000000      .006463    .04987   .39799
860922    2446695.500000000000      .004903    .05119   .39771
860923    2446696.500000000000      .003560    .05222   .39742
860924    2446697.500000000000      .002419    .05300   .39704
860925    2446698.500000000000      .001419    .05375   .39651
860926    2446699.500000000000      .000481    .05463   .39579
860927    2446700.500000000000     -.000482    .05560   .39509
860928    2446701.500000000000     -.001540    .05672   .39445
860929    2446702.500000000000     -.002751    .05807   .39377
860930    2446703.500000000000     -.004164    .05954   .39329
861001    2446704.500000000000     -.005820    .06101   .39321
861002    2446705.500000000000     -.007736    .06237   .39360
861003    2446706.500000000000     -.009867    .06358   .39422
861004    2446707.500000000000     -.012113    .06461   .39472
861005    2446708.500000000000     -.014331    .06556   .39476
861006    2446709.500000000000     -.016378    .06653   .39452
861007    2446710.500000000000     -.018170    .06761   .39420
861008    2446711.500000000000     -.019693    .06883   .39389
861009    2446712.500000000000     -.021001    .07013   .39356
861010    2446713.500000000000     -.022197    .07146   .39308
861011    2446714.500000000000     -.023404    .07274   .39241
861012    2446715.500000000000     -.024722    .07387   .39172
861013    2446716.500000000000     -.026222    .07501   .39111
861014    2446717.500000000000     -.027932    .07634   .39066
861015    2446718.500000000000     -.029824    .07792   .39042
861016    2446719.500000000000     -.031834    .07970   .39038
861017    2446720.500000000000     -.033868    .08162   .39048
861018    2446721.500000000000     -.035822    .08353   .39054
861019    2446722.500000000000     -.037618    .08525   .39041
861020    2446723.500000000000     -.039215    .08665   .39009
861021    2446724.500000000000     -.040622    .08768   .38979
861022    2446725.500000000000     -.041887    .08841   .38960
861023    2446726.500000000000     -.043073    .08903   .38940
861024    2446727.500000000000     -.044244    .08977   .38912
861025    2446728.500000000000     -.045450    .09083   .38879
861026    2446729.500000000000     -.046726    .09216   .38846
861027    2446730.500000000000     -.048113    .09340   .38832
861028    2446731.500000000000     -.049652    .09448   .38817
861029    2446732.500000000000     -.051377    .09536   .38774
861030    2446733.500000000000     -.053295    .09638   .38707
861031    2446734.500000000000     -.055364    .09768   .38627
861101    2446735.500000000000     -.057478    .09942   .38544
861102    2446736.500000000000     -.059487    .10120   .38454
861103    2446737.500000000000     -.061249    .10278   .38355
861104    2446738.500000000000     -.062696    .10403   .38243
861105    2446739.500000000000     -.063852    .10508   .38119
861106    2446740.500000000000     -.064824    .10631   .37996
861107    2446741.500000000000     -.065759    .10794   .37880
861108    2446742.500000000000     -.066793    .10997   .37788
861109    2446743.500000000000     -.068016    .11215   .37723
861110    2446744.500000000000     -.069461    .11411   .37685
861111    2446745.500000000000     -.071108    .11575   .37650
861112    2446746.500000000000     -.072902    .11716   .37588
861113    2446747.500000000000     -.074761    .11842   .37485
861114    2446748.500000000000     -.076588    .11947   .37344
861115    2446749.500000000000     -.078290    .12017   .37183
861116    2446750.500000000000     -.079797    .12046   .37018
861117    2446751.500000000000     -.081072    .12051   .36865
861118    2446752.500000000000     -.082128    .12061   .36729
861119    2446753.500000000000     -.083025    .12089   .36611
861120    2446754.500000000000     -.083847    .12118   .36495
861121    2446755.500000000000     -.084678    .12128   .36371
861122    2446756.500000000000     -.085589    .12131   .36246
861123    2446757.500000000000     -.086639    .12140   .36126
861124    2446758.500000000000     -.087878    .12159   .36009
861125    2446759.500000000000     -.089333    .12184   .35894
861126    2446760.500000000000     -.091001    .12207   .35778
861127    2446761.500000000000     -.092839    .12232   .35662
861128    2446762.500000000000     -.094762    .12273   .35545
861129    2446763.500000000000     -.096645    .12341   .35419
861130    2446764.500000000000     -.098351    .12433   .35281
861201    2446765.500000000000     -.099781    .12542   .35123
861202    2446766.500000000000     -.100920    .12667   .34959
861203    2446767.500000000000     -.101851    .12812   .34807
861204    2446768.500000000000     -.102723    .12969   .34675
861205    2446769.500000000000     -.103688    .13127   .34554
861206    2446770.500000000000     -.104859    .13276   .34433
861207    2446771.500000000000     -.106264    .13413   .34303
861208    2446772.500000000000     -.107868    .13536   .34164
861209    2446773.500000000000     -.109584    .13645   .34021
861210    2446774.500000000000     -.111312    .13739   .33879
861211    2446775.500000000000     -.112955    .13812   .33739
861212    2446776.500000000000     -.114436    .13868   .33595
861213    2446777.500000000000     -.115701    .13918   .33441
861214    2446778.500000000000     -.116732    .13966   .33277
861215    2446779.500000000000     -.117544    .14008   .33108
861216    2446780.500000000000     -.118190    .14042   .32940
861217    2446781.500000000000     -.118750    .14070   .32788
861218    2446782.500000000000     -.119321    .14097   .32665
861219    2446783.500000000000     -.120000    .14129   .32575
861220    2446784.500000000000     -.120862    .14176   .32513
861221    2446785.500000000000     -.121955    .14240   .32462
861222    2446786.500000000000     -.123302    .14315   .32393
861223    2446787.500000000000     -.124879    .14386   .32294
861224    2446788.500000000000     -.126627    .14438   .32172
861225    2446789.500000000000     -.128462    .14461   .32038
861226    2446790.500000000000     -.130299    .14465   .31905
861227    2446791.500000000000     -.132037    .14466   .31782
861228    2446792.500000000000     -.133599    .14472   .31673
861229    2446793.500000000000     -.134948    .14482   .31570
861230    2446794.500000000000     -.136106    .14495   .31468
861231    2446795.500000000000     -.137152    .14514   .31359
870101    2446796.500000000000     -.138212    .14540   .31244
870102    2446797.500000000000     -.139428    .14573   .31129
870103    2446798.500000000000     -.140883    .14619   .31028
870104    2446799.500000000000     -.142571    .14668   .30930
870105    2446800.500000000000     -.144399    .14697   .30804
870106    2446801.500000000000     -.146256    .14701   .30667
870107    2446802.500000000000     -.148034    .14680   .30537
870108    2446803.500000000000     -.149650    .14631   .30414
870109    2446804.500000000000     -.151046    .14552   .30288
